3.5734870317		8.38E+19	2.06E+19
3.5683453237		8.12E+19	2.11E+19
3.5632183908		8.13E+19	2.15E+19
3.5581061693		8.31E+19	2.19E+19
3.553008596		8.04E+19	2.23E+19
3.547925608		8.29E+19	2.27E+19
3.5428571429		9.19E+19	2.32E+19
3.5378031384		9.92E+19	2.37E+19
3.5327635328		9.69E+19	2.41E+19
3.5277382646		9.35E+19	2.46E+19
3.5227272727		9.17E+19	2.51E+19
3.5177304965		8.71E+19	2.55E+19
3.5127478754		9.29E+19	2.60E+19
3.5077793494		1.03E+20	2.65E+19
3.5028248588		1.09E+20	2.70E+19
3.4978843441		1.11E+20	2.75E+19
3.4929577465		1.11E+20	2.81E+19
3.488045007		1.08E+20	2.86E+19
3.4831460674		1.01E+20	2.91E+19
3.4782608696		9.55E+19	2.96E+19
3.4733893557		8.44E+19	3.00E+19
3.4685314685		8.57E+19	3.05E+19
3.4636871508		8.01E+19	3.09E+19
3.4588563459		7.47E+19	3.12E+19
3.4540389972		8.82E+19	3.16E+19
3.4492350487		1.07E+20	3.21E+19
3.4444444444		1.13E+20	3.26E+19
3.439667129		1.08E+20	3.32E+19
3.4349030471		9.94E+19	3.36E+19
3.4301521438		9.77E+19	3.41E+19
3.4254143646		1.03E+20	3.46E+19
3.4206896552		1.13E+20	3.51E+19
3.4159779614		1.17E+20	3.56E+19
3.4112792297		1.14E+20	3.62E+19
3.4065934066		1.19E+20	3.67E+19
3.401920439		1.18E+20	3.73E+19
3.397260274		1.23E+20	3.78E+19
3.3926128591		1.36E+20	3.84E+19
3.3879781421		1.46E+20	3.91E+19
3.3833560709		1.47E+20	3.98E+19
3.378746594		1.45E+20	4.05E+19
3.3741496599		1.43E+20	4.11E+19
3.3695652174		1.35E+20	4.18E+19
3.3649932157		1.35E+20	4.24E+19
3.3604336043		1.41E+20	4.30E+19
3.3558863329		1.53E+20	4.37E+19
3.3513513514		1.55E+20	4.44E+19
3.34682861		1.41E+20	4.50E+19
3.3423180593		1.44E+20	4.57E+19
3.3378196501		1.50E+20	4.63E+19
3.3333333333		1.41E+20	4.70E+19
3.3288590604		1.35E+20	4.76E+19
3.3243967828		1.30E+20	4.82E+19
3.3199464525		1.18E+20	4.88E+19
3.3155080214		1.18E+20	4.93E+19
3.3110814419		1.18E+20	4.98E+19
3.3066666667		1.26E+20	5.03E+19
3.3022636485		1.40E+20	5.09E+19
3.2978723404		1.46E+20	5.15E+19
3.2934926959		1.44E+20	5.22E+19
3.2891246684		1.55E+20	5.28E+19
3.2847682119		1.74E+20	5.36E+19
3.2804232804		1.88E+20	5.43E+19
3.2760898283		1.84E+20	5.51E+19
3.27176781		1.64E+20	5.59E+19
3.2674571805		1.48E+20	5.66E+19
3.2631578947		1.56E+20	5.72E+19
3.258869908		1.68E+20	5.79E+19
3.2545931759		1.72E+20	5.86E+19
3.250327654		1.55E+20	5.93E+19
3.2460732984		1.33E+20	5.99E+19
3.2418300654		1.15E+20	6.05E+19
3.2375979112		1.04E+20	6.09E+19
3.2333767927		1.01E+20	6.14E+19
3.2291666667		1.17E+20	6.18E+19
3.2249674902		1.42E+20	6.24E+19
3.2207792208		1.56E+20	6.30E+19
3.2166018158		1.50E+20	6.36E+19
3.2124352332		1.45E+20	6.42E+19
3.2082794308		1.51E+20	6.49E+19
3.2041343669		1.53E+20	6.55E+19
3.2		1.52E+20	6.61E+19
3.1958762887		1.51E+20	6.68E+19
3.1917631918		1.50E+20	6.74E+19
3.1876606684		1.64E+20	6.80E+19
3.1835686778		1.82E+20	6.87E+19
3.1794871795		1.92E+20	6.95E+19
3.1754161332		1.94E+20	7.03E+19
3.1713554987		2.07E+20	7.11E+19
3.1673052363		2.10E+20	7.19E+19
3.1632653061		1.94E+20	7.27E+19
3.1592356688		1.63E+20	7.35E+19
3.155216285		1.18E+20	7.40E+19
3.1512071156		9.44E+19	7.45E+19
3.1472081218		1.23E+20	7.49E+19
3.1432192649		1.70E+20	7.55E+19
3.1392405063		2.02E+20	7.62E+19
3.1352718078		2.16E+20	7.70E+19
3.1313131313		1.91E+20	7.79E+19
3.1273644388		1.39E+20	7.85E+19
3.1234256927		1.08E+20	7.90E+19
3.1194968553		1.60E+20	7.95E+19
3.1155778894		2.18E+20	8.03E+19
3.1116687578		2.59E+20	8.12E+19
3.1077694236		2.76E+20	8.22E+19
3.1038798498		2.85E+20	8.33E+19
3.1		2.89E+20	8.44E+19
3.0922693267		3.04E+20	8.67E+19
3.0845771144		3.18E+20	8.91E+19
3.0769230769		3.09E+20	9.15E+19
3.0693069307		3.16E+20	9.39E+19
3.0617283951		3.10E+20	9.63E+19
3.0541871921		3.05E+20	9.86E+19
3.0466830467		3.02E+20	1.01E+20
3.0392156863		3.17E+20	1.03E+20
3.0317848411		3.42E+20	1.06E+20
3.0243902439		2.93E+20	1.08E+20
3.0170316302		3.31E+20	1.10E+20
3.0097087379		3.54E+20	1.13E+20
3.0024213075		3.42E+20	1.15E+20
2.9951690821		3.41E+20	1.18E+20
2.9879518072		3.56E+20	1.20E+20
2.9807692308		3.69E+20	1.23E+20
2.9736211031		3.62E+20	1.26E+20
2.966507177		3.49E+20	1.28E+20
2.9594272076		3.66E+20	1.31E+20
2.9523809524		3.38E+20	1.33E+20
2.945368171		3.86E+20	1.36E+20
2.9383886256		3.84E+20	1.38E+20
2.9314420804		3.74E+20	1.41E+20
2.9245283019		3.75E+20	1.44E+20
2.9176470588		3.89E+20	1.46E+20
2.9107981221		3.81E+20	1.49E+20
2.9039812646		3.71E+20	1.51E+20
2.8971962617		3.77E+20	1.54E+20
2.8904428904		3.51E+20	1.56E+20
2.8837209302		2.82E+20	1.58E+20
2.8770301624		2.58E+20	1.60E+20
2.8703703704		4.32E+20	1.63E+20
2.8637413395		4.05E+20	1.65E+20
2.8571428571		3.77E+20	1.68E+20
2.8505747126		4.16E+20	1.71E+20
2.8440366972		4.60E+20	1.73E+20
2.8375286041		4.72E+20	1.76E+20
2.8310502283		4.17E+20	1.79E+20
2.8246013667		4.04E+20	1.82E+20
2.8181818182		4.67E+20	1.85E+20
2.8117913832		4.64E+20	1.88E+20
2.8054298643		5.00E+20	1.91E+20
2.7990970655		5.10E+20	1.94E+20
2.7927927928		5.00E+20	1.97E+20
2.7865168539		5.23E+20	2.00E+20
2.7802690583		4.72E+20	2.04E+20
2.774049217		5.40E+20	2.07E+20
2.7678571429		5.51E+20	2.10E+20
2.7616926503		5.53E+20	2.13E+20
2.7555555556		5.77E+20	2.17E+20
2.7494456763		6.02E+20	2.21E+20
2.7433628319		5.80E+20	2.24E+20
2.7373068433		5.40E+20	2.27E+20
2.731277533		5.83E+20	2.31E+20
2.7252747253		5.82E+20	2.34E+20
2.7192982456		6.05E+20	2.38E+20
2.7133479212		6.14E+20	2.42E+20
2.7074235808		6.05E+20	2.45E+20
2.7015250545		6.04E+20	2.49E+20
2.6956521739		6.04E+20	2.52E+20
2.6898047722		6.30E+20	2.56E+20
2.683982684		6.40E+20	2.60E+20
2.6781857451		6.46E+20	2.63E+20
2.6724137931		6.30E+20	2.67E+20
2.6666666667		6.27E+20	2.71E+20
2.660944206		6.44E+20	2.74E+20
2.6552462527		6.19E+20	2.78E+20
2.6495726496		6.50E+20	2.81E+20
2.6439232409		6.57E+20	2.85E+20
2.6382978723		6.35E+20	2.89E+20
2.6326963907		6.50E+20	2.92E+20
2.6271186441		6.88E+20	2.96E+20
2.621564482		6.66E+20	3.00E+20
2.6160337553		6.78E+20	3.04E+20
2.6105263158		7.04E+20	3.07E+20
2.6050420168		6.84E+20	3.11E+20
2.5995807128		6.93E+20	3.15E+20
2.5941422594		7.20E+20	3.19E+20
2.5887265136		7.10E+20	3.23E+20
2.5833333333		7.26E+20	3.27E+20
2.577962578		7.31E+20	3.30E+20
2.5726141079		7.38E+20	3.34E+20
2.5672877847		7.34E+20	3.38E+20
2.5619834711		7.24E+20	3.42E+20
2.5567010309		7.26E+20	3.46E+20
2.5514403292		5.93E+20	3.49E+20
2.546201232		6.68E+20	3.53E+20
2.5409836066		7.27E+20	3.56E+20
2.5357873211		6.89E+20	3.60E+20
2.5306122449		7.75E+20	3.64E+20
2.5254582485		7.49E+20	3.68E+20
2.5203252033		7.19E+20	3.72E+20
2.5152129817		7.74E+20	3.75E+20
2.5101214575		7.60E+20	3.79E+20
2.5050505051		8.12E+20	3.83E+20
2.5		7.77E+20	3.87E+20
2.4949698189		7.95E+20	3.91E+20
2.4899598394		7.78E+20	3.95E+20
2.4849699399		7.82E+20	3.99E+20
2.48		7.84E+20	4.03E+20
2.4750499002		7.65E+20	4.07E+20
2.4701195219		7.69E+20	4.11E+20
2.4652087475		8.09E+20	4.14E+20
2.4603174603		7.58E+20	4.18E+20
2.4554455446		8.17E+20	4.22E+20
2.4505928854		8.55E+20	4.26E+20
2.4457593688		8.23E+20	4.30E+20
2.4409448819		8.07E+20	4.34E+20
2.4361493124		8.51E+20	4.38E+20
2.431372549		8.34E+20	4.42E+20
2.4266144814		8.54E+20	4.46E+20
2.421875		8.82E+20	4.50E+20
2.4171539961		8.33E+20	4.54E+20
2.4124513619		8.21E+20	4.58E+20
2.4077669903		8.49E+20	4.62E+20
2.4031007752		8.62E+20	4.66E+20
2.3984526112		7.07E+20	4.70E+20
2.3938223938		8.13E+20	4.73E+20
2.3892100193		7.92E+20	4.77E+20
2.3846153846		8.70E+20	4.81E+20
2.3800383877		8.81E+20	4.85E+20
2.3754789272		9.06E+20	4.89E+20
2.3709369025		8.59E+20	4.93E+20
2.3664122137		9.29E+20	4.97E+20
2.3619047619		9.27E+20	5.01E+20
2.3574144487		9.06E+20	5.05E+20
2.3529411765		7.97E+20	5.09E+20
2.3484848485		9.18E+20	5.13E+20
2.3440453686		9.66E+20	5.17E+20
2.3396226415		9.34E+20	5.21E+20
2.3352165725		9.90E+20	5.25E+20
2.3308270677		9.78E+20	5.30E+20
2.3264540338		8.78E+20	5.34E+20
2.3220973783		9.46E+20	5.38E+20
2.3177570093		9.66E+20	5.42E+20
2.3134328358		1.01E+21	5.46E+20
2.3091247672		9.42E+20	5.50E+20
2.3048327138		9.95E+20	5.55E+20
2.3005565863		9.76E+20	5.59E+20
2.2962962963		9.48E+20	5.63E+20
2.292051756		9.16E+20	5.67E+20
2.2878228782		1.00E+21	5.71E+20
2.2836095764		9.92E+20	5.75E+20
2.2794117647		1.03E+21	5.79E+20
2.2752293578		1.01E+21	5.84E+20
2.2710622711		1.01E+21	5.88E+20
2.2669104205		1.03E+21	5.92E+20
2.2627737226		1.01E+21	5.96E+20
2.2586520947		1.04E+21	6.01E+20
2.2545454545		1.04E+21	6.05E+20
2.2504537205		1.04E+21	6.09E+20
2.2463768116		1.07E+21	6.13E+20
2.2423146474		1.05E+21	6.18E+20
2.238267148		1.07E+21	6.22E+20
2.2342342342		1.09E+21	6.26E+20
2.2302158273		1.07E+21	6.31E+20
2.2262118492		1.05E+21	6.35E+20
2.2222222222		1.08E+21	6.39E+20
2.2182468694		1.03E+21	6.43E+20
2.2142857143		1.05E+21	6.48E+20
2.2103386809		1.12E+21	6.52E+20
2.206405694		1.07E+21	6.56E+20
2.2024866785		1.12E+21	6.60E+20
2.1985815603		1.10E+21	6.65E+20
2.1946902655		1.11E+21	6.69E+20
2.1908127208		1.06E+21	6.73E+20
2.1869488536		1.13E+21	6.77E+20
2.1830985915		1.13E+21	6.82E+20
2.1792618629		1.11E+21	6.86E+20
2.1754385965		1.11E+21	6.90E+20
2.1716287215		1.08E+21	6.95E+20
2.1678321678		1.15E+21	6.99E+20
2.1640488656		1.16E+21	7.03E+20
2.1602787456		1.16E+21	7.08E+20
2.1565217391		1.14E+21	7.12E+20
2.1527777778		1.14E+21	7.16E+20
2.1490467938		1.17E+21	7.20E+20
2.1453287197		1.14E+21	7.25E+20
2.1416234888		1.16E+21	7.29E+20
2.1379310345		1.19E+21	7.33E+20
2.1342512909		1.20E+21	7.38E+20
2.1305841924		1.23E+21	7.42E+20
2.1269296741		1.25E+21	7.47E+20
2.1232876712		1.25E+21	7.51E+20
2.1196581197		1.25E+21	7.56E+20
2.1160409556		1.22E+21	7.60E+20
2.1124361158		1.25E+21	7.65E+20
2.1088435374		1.23E+21	7.69E+20
2.1052631579		1.07E+21	7.73E+20
2.1016949153		1.14E+21	7.77E+20
2.0981387479		1.23E+21	7.81E+20
2.0945945946		1.21E+21	7.86E+20
2.0910623946		1.23E+21	7.90E+20
2.0875420875		1.23E+21	7.94E+20
2.0840336134		1.22E+21	7.99E+20
2.0805369128		1.27E+21	8.03E+20
2.0770519263		1.28E+21	8.08E+20
2.0735785953		1.27E+21	8.12E+20
2.0701168614		1.27E+21	8.16E+20
2.0666666667		1.29E+21	8.21E+20
2.0632279534		1.28E+21	8.25E+20
2.0598006645		1.27E+21	8.30E+20
2.056384743		1.31E+21	8.34E+20
2.0529801325		1.33E+21	8.38E+20
2.0495867769		1.34E+21	8.43E+20
2.0462046205		1.34E+21	8.48E+20
2.0428336079		1.35E+21	8.52E+20
2.0394736842		1.36E+21	8.57E+20
2.0361247947		1.35E+21	8.61E+20
2.0327868852		1.35E+21	8.66E+20
2.0294599018		1.35E+21	8.70E+20
2.0261437908		1.38E+21	8.75E+20
2.0228384992		1.37E+21	8.79E+20
2.0195439739		1.33E+21	8.84E+20
2.0162601626		1.39E+21	8.88E+20
2.012987013		1.36E+21	8.93E+20
2.0097244733		1.35E+21	8.97E+20
2.0064724919		1.41E+21	9.02E+20
2.0032310178		1.42E+21	9.06E+20
2		1.43E+21	9.11E+20
1.9967793881		1.44E+21	9.15E+20
1.9935691318		1.39E+21	9.20E+20
1.9903691814		1.39E+21	9.24E+20
1.9871794872		1.39E+21	9.29E+20
1.984		1.39E+21	9.33E+20
1.9808306709		1.40E+21	9.38E+20
1.9776714514		1.44E+21	9.42E+20
1.974522293		1.37E+21	9.47E+20
1.9713831479		1.43E+21	9.51E+20
1.9682539683		1.41E+21	9.55E+20
1.9651347068		1.44E+21	9.60E+20
1.9620253165		1.40E+21	9.64E+20
1.9589257504		1.49E+21	9.69E+20
1.9558359621		1.48E+21	9.73E+20
1.9527559055		1.50E+21	9.78E+20
1.9496855346		1.48E+21	9.82E+20
1.9466248038		1.53E+21	9.87E+20
1.9435736677		1.55E+21	9.92E+20
1.9405320814		1.55E+21	9.96E+20
1.9375		1.53E+21	1.00E+21
1.9344773791		1.53E+21	1.01E+21
1.9314641745		1.54E+21	1.01E+21
1.9284603421		1.57E+21	1.02E+21
1.9254658385		1.57E+21	1.02E+21
1.9224806202		1.59E+21	1.02E+21
1.919504644		1.55E+21	1.03E+21
1.9165378671		1.55E+21	1.03E+21
1.9135802469		1.54E+21	1.04E+21
1.9106317411		1.50E+21	1.04E+21
1.9076923077		1.52E+21	1.05E+21
1.9047619048		1.62E+21	1.05E+21
1.9018404908		1.56E+21	1.06E+21
1.8989280245		1.62E+21	1.06E+21
1.8960244648		1.61E+21	1.07E+21
1.893129771		1.54E+21	1.07E+21
1.8902439024		1.36E+21	1.07E+21
1.8873668189		1.43E+21	1.08E+21
1.8844984802		1.60E+21	1.08E+21
1.8816388467		1.62E+21	1.09E+21
1.8787878788		1.63E+21	1.09E+21
1.8759455371		1.63E+21	1.10E+21
1.8731117825		1.63E+21	1.10E+21
1.8702865762		1.64E+21	1.11E+21
1.8674698795		1.66E+21	1.11E+21
1.8646616541		1.70E+21	1.12E+21
1.8618618619		1.70E+21	1.12E+21
1.8590704648		1.70E+21	1.12E+21
1.8562874251		1.71E+21	1.13E+21
1.8535127055		1.75E+21	1.13E+21
1.8507462687		1.73E+21	1.14E+21
1.8479880775		1.74E+21	1.14E+21
1.8452380952		1.72E+21	1.15E+21
1.8424962853		1.74E+21	1.15E+21
1.8397626113		1.75E+21	1.16E+21
1.837037037		1.74E+21	1.16E+21
1.8343195266		1.77E+21	1.17E+21
1.8316100443		1.76E+21	1.17E+21
1.8289085546		1.78E+21	1.18E+21
1.8262150221		1.77E+21	1.18E+21
1.8235294118		1.78E+21	1.19E+21
1.8208516887		1.78E+21	1.19E+21
1.8181818182		1.80E+21	1.20E+21
1.8155197657		1.79E+21	1.20E+21
1.8128654971		1.78E+21	1.21E+21
1.8102189781		1.79E+21	1.21E+21
1.8075801749		1.76E+21	1.22E+21
1.8049490539		1.27E+21	1.22E+21
1.8023255814		1.48E+21	1.22E+21
1.7997097242		1.50E+21	1.23E+21
1.7971014493		1.58E+21	1.23E+21
1.7945007236		1.65E+21	1.24E+21
1.7919075145		1.71E+21	1.24E+21
1.7893217893		1.70E+21	1.24E+21
1.7867435159		1.69E+21	1.25E+21
1.7841726619		1.73E+21	1.25E+21
1.7816091954		1.74E+21	1.26E+21
1.7790530846		1.84E+21	1.26E+21
1.776504298		1.82E+21	1.27E+21
1.773962804		1.79E+21	1.27E+21
1.7714285714		1.79E+21	1.28E+21
1.7689015692		1.77E+21	1.28E+21
1.7663817664		1.78E+21	1.28E+21
1.7638691323		1.80E+21	1.29E+21
1.7613636364		1.85E+21	1.29E+21
1.7588652482		1.88E+21	1.30E+21
1.7563739377		1.88E+21	1.30E+21
1.7538896747		1.88E+21	1.31E+21
1.7514124294		1.88E+21	1.31E+21
1.7489421721		1.89E+21	1.32E+21
1.7464788732		1.91E+21	1.32E+21
1.7440225035		1.92E+21	1.33E+21
1.7415730337		1.92E+21	1.33E+21
1.7391304348		1.90E+21	1.34E+21
1.7366946779		1.93E+21	1.34E+21
1.7342657343		1.87E+21	1.34E+21
1.7318435754		1.89E+21	1.35E+21
1.7294281729		1.66E+21	1.35E+21
1.7270194986		1.55E+21	1.36E+21
1.7246175243		1.39E+21	1.36E+21
1.7222222222		1.49E+21	1.36E+21
1.7198335645		1.65E+21	1.37E+21
1.7174515235		1.90E+21	1.37E+21
1.7150760719		1.76E+21	1.38E+21
1.7127071823		1.63E+21	1.38E+21
1.7103448276		1.61E+21	1.38E+21
1.7079889807		1.68E+21	1.39E+21
1.7056396149		1.69E+21	1.39E+21
1.7032967033		1.63E+21	1.40E+21
1.7009602195		1.65E+21	1.40E+21
1.698630137		1.78E+21	1.40E+21
1.6963064295		1.70E+21	1.41E+21
1.693989071		1.84E+21	1.41E+21
1.6916780355		1.91E+21	1.42E+21
1.689373297		1.98E+21	1.42E+21
1.6870748299		1.96E+21	1.43E+21
1.6847826087		1.95E+21	1.43E+21
1.6824966079		1.96E+21	1.43E+21
1.6802168022		2.00E+21	1.44E+21
1.6779431664		1.95E+21	1.44E+21
1.6756756757		2.01E+21	1.45E+21
1.673414305		2.01E+21	1.45E+21
1.6711590296		2.02E+21	1.46E+21
1.668909825		2.07E+21	1.46E+21
1.6666666667		2.09E+21	1.47E+21
1.6644295302		2.10E+21	1.47E+21
1.6621983914		2.10E+21	1.48E+21
1.6599732262		2.11E+21	1.48E+21
1.6577540107		2.11E+21	1.49E+21
1.655540721		2.11E+21	1.49E+21
1.6533333333		2.11E+21	1.49E+21
1.6511318242		2.11E+21	1.50E+21
1.6489361702		2.13E+21	1.50E+21
1.6467463479		2.13E+21	1.51E+21
1.6445623342		2.16E+21	1.51E+21
1.642384106		2.16E+21	1.52E+21
1.6402116402		2.15E+21	1.52E+21
1.6380449141		2.15E+21	1.53E+21
1.635883905		2.17E+21	1.53E+21
1.6337285903		2.12E+21	1.54E+21
1.6315789474		4.74E+20	1.54E+21
1.629434954		2.75E+20	1.54E+21
1.6272965879		1.24E+21	1.54E+21
1.625163827		6.84E+20	1.54E+21
1.6230366492		9.75E+20	1.55E+21
1.6209150327		1.25E+21	1.55E+21
1.6187989556		1.49E+21	1.55E+21
1.6166883963		1.78E+21	1.55E+21
1.6145833333		2.05E+21	1.56E+21
1.6124837451		2.08E+21	1.56E+21
1.6103896104		2.15E+21	1.57E+21
1.6083009079		2.17E+21	1.57E+21
1.6062176166		2.20E+21	1.58E+21
1.6041397154		2.21E+21	1.58E+21
1.6020671835		2.22E+21	1.59E+21
1.6		2.22E+21	1.59E+21
1.5979381443		2.24E+21	1.59E+21
1.5958815959		2.23E+21	1.60E+21
1.5938303342		2.24E+21	1.60E+21
1.5917843389		2.26E+21	1.61E+21
1.5897435897		2.24E+21	1.61E+21
1.5877080666		2.24E+21	1.62E+21
1.5856777494		2.26E+21	1.62E+21
1.5836526181		2.26E+21	1.63E+21
1.5816326531		2.26E+21	1.63E+21
1.5796178344		2.28E+21	1.64E+21
1.5776081425		2.29E+21	1.64E+21
1.5756035578		2.27E+21	1.64E+21
1.5736040609		2.25E+21	1.65E+21
1.5716096324		2.24E+21	1.65E+21
1.5696202532		2.18E+21	1.66E+21
1.5676359039		2.22E+21	1.66E+21
1.5656565657		2.21E+21	1.67E+21
1.5636822194		2.20E+21	1.67E+21
1.5617128463		2.23E+21	1.68E+21
1.5597484277		2.23E+21	1.68E+21
1.5577889447		2.20E+21	1.68E+21
1.5558343789		2.24E+21	1.69E+21
1.5538847118		2.29E+21	1.69E+21
1.5519399249		2.26E+21	1.70E+21
1.55		2.23E+21	1.70E+21
1.5480649189		2.26E+21	1.71E+21
1.5461346633		2.27E+21	1.71E+21
1.5442092154		2.24E+21	1.72E+21
1.5422885572		2.27E+21	1.72E+21
1.5403726708		2.23E+21	1.72E+21
1.5384615385		2.33E+21	1.73E+21
1.5365551425		2.32E+21	1.73E+21
1.5346534653		2.32E+21	1.74E+21
1.5327564895		2.27E+21	1.74E+21
1.5308641975		2.28E+21	1.75E+21
1.5289765721		2.28E+21	1.75E+21
1.5270935961		2.23E+21	1.75E+21
1.5252152522		2.20E+21	1.76E+21
1.5233415233		1.98E+21	1.76E+21
1.5214723926		1.97E+21	1.77E+21
1.5196078431		1.84E+21	1.77E+21
1.517747858		1.89E+21	1.77E+21
1.5158924205		1.83E+21	1.78E+21
1.514041514		2.02E+21	1.78E+21
1.512195122		1.93E+21	1.78E+21
1.5103532278		2.24E+21	1.79E+21
1.5085158151		2.15E+21	1.79E+21
1.5066828676		1.52E+21	1.79E+21
1.5048543689		2.12E+21	1.80E+21
1.503030303		2.21E+21	1.80E+21
1.5012106538		2.14E+21	1.81E+21
1.4993954051		2.26E+21	1.81E+21
1.4975845411		1.96E+21	1.81E+21
1.4957780458		2.15E+21	1.82E+21
1.4939759036		2.13E+21	1.82E+21
